GRIDCODE	CVE_ENTCVE_MUN	fbosque
704300	2004	0.010679723
704301	2004	0.010699519
704302	2004	0.010699519
704303	2004	0.010699519
704304	2004	0.010699519
704305	2004	0.010699519
704306	2004	0.010699519
704307	2004	0.003527941
705357	2004	0.003224125
705358	2004	0.010544143
705359	2004	0.010699519
705360	2004	0.010699519
705361	2004	0.010699519
705362	2004	0.010699519
705363	2004	0.010699519
705364	2004	0.005251889
705365	2004	0.001590198
705366	2004	2.99893E-06
706412	2004	0.004429533
706413	2004	0.006741125
706414	2004	0.00786549
706415	2004	0.008991978
706416	2004	0.010468902
706417	2004	0.010699519
706418	2004	0.010699519
706419	2004	0.010699519
706420	2004	0.010699519
706421	2004	0.010699519
706422	2004	0.008508562
706423	2004	0.000423726
707471	2004	0.002625621
707472	2004	0.008970253
707473	2004	0.010211502
707474	2004	0.006608005
707475	2004	0.010699519
707476	2004	0.010699519
707477	2004	0.010699519
707478	2004	0.010699519
707479	2004	0.008836733
707480	2004	0.007613348
707481	2004	0.002494975
708530	2004	0.005849443
708531	2004	0.010699519
708532	2004	0.00759743
708533	2004	0.008059817
708534	2004	0.010699519
708535	2004	0.010699519
708536	2004	0.010699519
708537	2004	0.010699519
708538	2004	0.009397833
708539	2004	0.002842777
709588	2004	0.000271478
709589	2004	0.002302918
709590	2004	0.010568987
709591	2004	0.008531181
709592	2004	0.010699519
709593	2004	0.010699519
709594	2004	0.010699519
709595	2004	0.010699519
709596	2004	0.010699519
709597	2004	0.008311519
710647	2004	0.000139164
710648	2004	0.001577705
710649	2004	0.006102614
710650	2004	0.009683636
710651	2004	0.009219521
710652	2004	0.010699519
710653	2004	0.010699519
710654	2004	0.010699519
710655	2004	0.010699519
710656	2004	0.010648281
710657	2004	0.003285482
711702	2004	3.23129E-05
711703	2004	0.007782727
711706	2004	0.003892047
711707	2004	0.007414759
711708	2004	0.005706861
711709	2004	0.000776374
711710	2004	3.15857E-05
711711	2004	0.004286003
711712	2004	0.008116898
711713	2004	0.007260988
711714	2004	0.007785973
711715	2004	0.010499181
711716	2004	0.003209717
712761	2004	0.002039288
712762	2004	0.008591504
712763	2004	0.00096573
712764	2004	0.006547626
712765	2004	0.008614205
712766	2004	0.00428789
712767	2004	0.000948801
712772	2004	0.001901541
712773	2004	0.001241766
712774	2004	0.003972016
712775	2004	0.000265713
713820	2004	0.004989572
713821	2004	0.008633944
713822	2004	0.003883191
713823	2004	0.004270209
713824	2004	0.002088803
713829	2004	0.003869048
713830	2004	0.008877133
713831	2004	0.010417444
713832	2004	0.006401514
713833	2004	0.006166009
713834	2004	0.000150924
714879	2004	0.003808825
714880	2004	0.009505133
714881	2004	0.001048483
714886	2004	0.002997148
714887	2004	0.00317186
714888	2004	0.009751224
714889	2004	0.010699519
714890	2004	0.010699519
714891	2004	0.010698333
714892	2004	0.010699519
714893	2004	0.001873377
715938	2004	3.33706E-05
715939	2004	0.002075941
715945	2004	0.000622472
715946	2004	0.007463122
715947	2004	0.008255615
715948	2004	0.008214858
715949	2004	0.008173341
715950	2004	0.008131244
715951	2004	0.008105542
715952	2004	0.002477085
700059	2005	0.006644982
700060	2005	0.010699519
700061	2005	0.010699519
700062	2005	0.010675129
700063	2005	0.008027921
700064	2005	0.003613471
700065	2005	0.000224192
701117	2005	5.14985E-06
701118	2005	0.009629494
701119	2005	0.010699519
701120	2005	0.010699519
701121	2005	0.010699519
701122	2005	0.010699519
701123	2005	0.010699519
701124	2005	0.007399578
701125	2005	0.000477161
702176	2005	5.54403E-05
702177	2005	0.004994681
702178	2005	0.009284979
702179	2005	0.010699519
702180	2005	0.010699519
702181	2005	0.010699519
702182	2005	0.010686708
702183	2005	0.004310544
703236	2005	0.00074849
703237	2005	0.005507091
703238	2005	0.010699519
703239	2005	0.010699519
703240	2005	0.010699519
703241	2005	0.005410146
704295	2005	0.003691864
704296	2005	0.010699519
704297	2005	0.010699519
704298	2005	0.010699519
704299	2005	0.006501258
704300	2005	1.9796E-05
705350	2005	0.001229868
705351	2005	0.001396695
705352	2005	0.000886831
705353	2005	0.009503766
705354	2005	0.010453419
705355	2005	0.010699519
705356	2005	0.010699519
705357	2005	0.007475394
705358	2005	0.000155375
706409	2005	0.006689033
706410	2005	0.000823109
706411	2005	0.0023681
706412	2005	0.006269986
706413	2005	0.003958393
706414	2005	0.002834029
706415	2005	0.001707541
706416	2005	0.000230617
707468	2005	0.009235195
707469	2005	0.00398333
707470	2005	0.006963574
707471	2005	0.008073898
707472	2005	0.001729266
708526	2005	0.000147039
708527	2005	0.003146703
708528	2005	1.36194E-05
708529	2005	0.002714587
708530	2005	0.003619391
709585	2005	4.06783E-05
709586	2005	0.004131703
709587	2005	0.003617931
709588	2005	0.004750709
709589	2005	7.73055E-07
710644	2005	0.005699016
710645	2005	0.004145791
710646	2005	0.000715309
710647	2005	0.00085521
711703	2005	0.000752669
